year,race,race.code,cause.of.death,cause.of.death.code,state,state.code,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Montana,30,68,830780,8.19,6.36,10.38,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nebraska,31,73,1594738,4.58,3.59,5.76,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,32,103,1657752,6.21,5.01,7.41,0.02%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Hampshire,33,48,1192000,4.03,2.97,5.34,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,34,118,6609191,1.79,1.46,2.11,0.02%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Mexico,35,21,1563421,1.34,0.83,2.05,0.00%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,279,14235763,1.96,1.73,2.19,0.05%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,434,5970867,7.27,6.58,7.95,0.08%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Dakota,38,13,604999,NaN,1.14,3.67,0.00%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,435,9816458,4.43,4.01,4.85,0.08%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oklahoma,40,247,2800181,8.82,7.72,9.92,0.05%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oregon,41,61,3154256,1.93,1.48,2.48,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,546,10734583,5.09,4.66,5.51,0.10%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Rhode Island,44,22,945387,2.33,1.46,3.52,0.00%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,214,2729841,7.84,6.79,8.89,0.04%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,358,4625327,7.74,6.94,8.54,0.07%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,834,17358613,4.8,4.48,5.13,0.16%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Utah,49,73,2092488,3.49,2.73,4.39,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Vermont,50,29,593357,4.89,3.27,7.02,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,226,5282184,4.28,3.72,4.84,0.04%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Washington,53,37,5138607,0.72,0.51,0.99,0.01%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,West Virginia,54,124,1740096,7.13,5.87,8.38,0.02%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wisconsin,55,12,4874589,NaN,0.13,0.43,0.00%
1999,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wyoming,56,42,472739,8.88,6.4,12.01,0.01%
1999,White,2106-3,Assault by handgun discharge,X93,California,6,166,26492434,0.63,0.53,0.72,0.03%
1999,White,2106-3,Assault by handgun discharge,X93,Florida,12,18,12978723,NaN,0.08,0.22,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Georgia,13,13,5503608,NaN,0.13,0.4,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Illinois,17,14,9951765,NaN,0.08,0.24,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Kentucky,21,10,3676835,NaN,0.13,0.5,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Mississippi,28,15,1760835,NaN,0.48,1.41,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Missouri,29,39,4824973,0.81,0.57,1.1,0.01%
1999,White,2106-3,Assault by handgun discharge,X93,Nevada,32,12,1657752,NaN,0.37,1.26,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,New Mexico,35,18,1563421,NaN,0.68,1.82,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Tennessee,47,15,4625327,NaN,0.18,0.53,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Texas,48,24,17358613,0.14,0.09,0.21,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Virginia,51,22,5282184,0.42,0.26,0.63,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Washington,53,25,5138607,0.49,0.31,0.72,0.00%
1999,White,2106-3,Assault by handgun discharge,X93,Wisconsin,55,37,4874589,0.76,0.53,1.05,0.01%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Alabama,1,12,3211308,NaN,0.19,0.65,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Arizona,4,14,4460582,NaN,0.17,0.53,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,California,6,50,26492434,0.19,0.14,0.25,0.01%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,12,19,12978723,NaN,0.09,0.23,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Kentucky,21,19,3676835,NaN,0.31,0.81,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Missouri,29,13,4824973,NaN,0.14,0.46,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,New York,36,13,14235763,NaN,0.05,0.16,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,37,13,5970867,NaN,0.12,0.37,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Pennsylvania,42,12,10734583,NaN,0.06,0.2,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,South Carolina,45,15,2729841,NaN,0.31,0.91,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,48,50,17358613,0.29,0.21,0.38,0.01%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Virginia,51,19,5282184,NaN,0.22,0.56,0.00%
1999,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Washington,53,11,5138607,NaN,0.11,0.38,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alabama,1,96,3211308,2.99,2.42,3.65,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alaska,2,11,462052,NaN,1.19,4.26,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arizona,4,231,4460582,5.18,4.51,5.85,0.04%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arkansas,5,40,2187944,1.83,1.31,2.49,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,California,6,672,26492434,2.54,2.34,2.73,0.13%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Colorado,8,80,3882901,2.06,1.63,2.56,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Connecticut,9,43,2944775,1.46,1.06,1.97,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Florida,12,247,12978723,1.9,1.67,2.14,0.05%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Georgia,13,121,5503608,2.2,1.81,2.59,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Idaho,16,11,1236009,NaN,0.44,1.59,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Illinois,17,191,9951765,1.92,1.65,2.19,0.04%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Indiana,18,88,5439927,1.62,1.3,1.99,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kansas,20,47,2435163,1.93,1.42,2.57,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kentucky,21,70,3676835,1.9,1.48,2.41,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Louisiana,22,68,2915561,2.33,1.81,2.96,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Maryland,24,41,3511643,1.17,0.84,1.58,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Massachusetts,25,39,5632754,0.69,0.49,0.95,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Michigan,26,104,8186898,1.27,1.03,1.51,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Minnesota,27,24,4484942,0.54,0.34,0.8,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Mississippi,28,32,1760835,1.82,1.24,2.57,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Missouri,29,37,4824973,0.77,0.54,1.06,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Montana,30,12,830780,NaN,0.75,2.52,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nebraska,31,17,1594738,NaN,0.62,1.71,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nevada,32,43,1657752,2.59,1.88,3.49,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Jersey,34,50,6609191,0.76,0.56,1,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Mexico,35,53,1563421,3.39,2.54,4.43,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,New York,36,196,14235763,1.38,1.18,1.57,0.04%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,North Carolina,37,171,5970867,2.86,2.43,3.29,0.03%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Ohio,39,81,9816458,0.83,0.66,1.03,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oklahoma,40,77,2800181,2.75,2.17,3.44,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oregon,41,30,3154256,0.95,0.64,1.36,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Pennsylvania,42,128,10734583,1.19,0.99,1.4,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Rhode Island,44,12,945387,NaN,0.66,2.22,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,South Carolina,45,68,2729841,2.49,1.93,3.16,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Tennessee,47,106,4625327,2.29,1.86,2.73,0.02%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Texas,48,459,17358613,2.64,2.4,2.89,0.09%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Utah,49,20,2092488,0.96,0.58,1.48,0.00%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Virginia,51,51,5282184,0.97,0.72,1.27,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,Washington,53,27,5138607,0.53,0.35,0.76,0.01%
1999,White,2106-3,Assault by other and unspecified firearm discharge,X95,West Virginia,54,36,1740096,2.07,1.45,2.86,0.01%
1999,White,2106-3,"Handgun discharge, undetermined intent",Y22,California,6,10,26492434,NaN,0.02,0.07,0.00%
1999,White,2106-3,"Other and unspecified firearm discharge, undetermined intent",Y24,California,6,11,26492434,NaN,0.02,0.07,0.00%
1999,White,2106-3,"Other and unspecified firearm discharge, undetermined intent",Y24,Kentucky,21,10,3676835,NaN,0.13,0.5,0.00%
1999,White,2106-3,"Other and unspecified firearm discharge, undetermined intent",Y24,Louisiana,22,11,2915561,NaN,0.19,0.68,0.00%
1999,White,2106-3,"Other and unspecified firearm discharge, undetermined intent",Y24,Texas,48,16,17358613,NaN,0.05,0.15,0.00%
1999,White,2106-3,Legal intervention involving firearm discharge,Y35.0,Arizona,4,14,4460582,NaN,0.17,0.53,0.00%
1999,White,2106-3,Legal intervention involving firearm discharge,Y35.0,California,6,45,26492434,0.17,0.12,0.23,0.01%
2000,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,Alabama,1,11,1167623,NaN,0.47,1.69,0.00%
2000,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,Louisiana,22,11,1468317,NaN,0.37,1.34,0.00%
2000,Black or African American,2054-5,Discharge from other and unspecified firearms,W34,Pennsylvania,42,10,1293698,NaN,0.37,1.42,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Alabama,1,14,1167623,NaN,0.66,2.01,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,California,6,41,2516935,1.63,1.17,2.21,0.01%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Georgia,13,16,2395234,NaN,0.38,1.08,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Mississippi,28,19,1041069,NaN,1.1,2.85,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Missouri,29,11,649528,NaN,0.85,3.03,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Virginia,51,22,1438727,1.53,0.96,2.32,0.00%
2000,Black or African American,2054-5,Intentional self-harm by handgun discharge,X72,Wisconsin,55,13,322099,NaN,2.15,6.9,0.00%
2000,Black or African American,2054-5,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Carolina,37,11,1775634,NaN,0.31,1.11,0.00%
2000,Black or African American,2054-5,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Texas,48,10,2489759,NaN,0.19,0.74,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,1,37,1167623,3.17,2.23,4.37,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,5,11,425864,NaN,1.29,4.62,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,California,6,20,2516935,0.79,0.49,1.23,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,12,62,2468478,2.51,1.93,3.22,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,13,69,2395234,2.88,2.24,3.65,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,17,45,1933802,2.33,1.7,3.11,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Indiana,18,18,533138,NaN,2,5.34,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,21,11,307871,NaN,1.78,6.39,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,22,44,1468317,3,2.18,4.02,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,24,35,1524783,2.3,1.6,3.19,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,26,40,1463500,2.73,1.95,3.72,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,28,15,1041069,NaN,0.81,2.38,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,32,3434584,0.93,0.64,1.32,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,53,1775634,2.98,2.24,3.9,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,39,1359717,2.87,2.04,3.92,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,36,1293698,2.78,1.95,3.85,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,27,1199993,2.25,1.48,3.27,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,23,950101,2.42,1.53,3.63,0.00%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,64,2489759,2.57,1.98,3.28,0.01%
2000,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,22,1438727,1.53,0.96,2.32,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Alabama,1,20,1167623,1.71,1.05,2.65,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Arkansas,5,10,425864,NaN,1.13,4.32,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,California,6,111,2516935,4.41,3.59,5.23,0.02%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Florida,12,24,2468478,0.97,0.62,1.45,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Georgia,13,22,2395234,0.92,0.58,1.39,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Illinois,17,18,1933802,NaN,0.55,1.47,0.00%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Mississippi,28,46,1041069,4.42,3.23,5.89,0.01%
2000,Black or African American,2054-5,Assault by handgun discharge,X93,Missouri,29,28,649528,4.31,2.86,6.23,0.01%
